Watershed_ID;Source;Name;Official_ID;Centroid_Lat_deg_N;Centroid_Lon_deg_E;Drainage_Area_km2;Drainage_Area_GSIM_km2;Flag_GSIM_boundaries;Flag_Artificial_Boundaries;Elevation_m;Slope_deg;Gravelius;Perimeter;Flag_Shape_Extraction;Aspect_deg;Flag_Terrain_Extraction;Land_Use_Forest_frac;Land_Use_Grass_frac;Land_Use_Wetland_frac;Land_Use_Water_frac;Land_Use_Urban_frac;Land_Use_Shrubs_frac;Land_Use_Crops_frac;Land_Use_Snow_Ice_frac;Flag_Land_Use_Extraction;Permeability_logk_m2;Porosity_frac;Flag_Subsoil_Extraction
8986;USGS;Eleven Point River near Bardley, MO;07071500;36.64869444;-91.2008333;2053.8504;NaN;0;0;295;2.809;1.5012;246.544;1;134.2802;1;0.6739;0.0168;0.0024;0.0005;0.0396;0.0048;0.2619;0;1;-12.2226629650868;0.1867988728023;1
8987;USGS;Eleven Point River near Ravenden Springs, AR;07072000;36.34638889;-91.1141667;2926.672;NaN;0;0;264.4;2.7508;1.5798;310.061;1;131.4479;1;0.6482;0.0188;0.0027;0.001;0.0382;0.0036;0.2875;0;1;-12.108841138036;0.152652313420272;1
8988;USGS;Black River at Black Rock, AR;07072500;36.1025;-91.0977778;19088.1175;NaN;0;0;237.8;3.0846;1.4714;740.342;1;132.7333;1;0.6655;0.017;0.0205;0.0039;0.043;0.0053;0.2448;0;1;-12.161850379174;0.126379520174119;1
8989;USGS;Strawberry River near Evening Shade;07073000;36.09895876;-91.608474;562.0246;NaN;0;0;224.6;2.3732;1.4427;124.723;1;139.6797;1;0.5565;0.0269;0.0013;0.0072;0.0639;0.0003;0.3439;0;1;-11.9661268029192;0.108954346057066;1
8990;USGS;Piney Fork at Evening Shade;07073500;36.08062574;-91.6109739;256.9255;NaN;0;0;208.9;2.0237;1.4843;87.426;1;77.8674;1;0.502;0.0341;0.0002;0.0006;0.046;0.0007;0.4165;0;1;-12.3515823189216;0.225474691714007;1
8991;USGS;Strawberry River near Poughkeepsie, AR;07074000;36.1111111;-91.4494444;1225.0583;NaN;0;0;205.8;2.3813;1.3786;176.563;1;122.3978;1;0.5797;0.0291;0.0015;0.0036;0.0578;0.0008;0.3273;0;1;-12.052048476932;0.135211554340283;1
8992;USGS;Black River at Elgin Ferry, AR;07074420;35.76555556;-91.3002778;21807.5915;NaN;0;0;228.2;2.927;1.5622;837.231;1;132.6188;1;0.6453;0.0182;0.0222;0.0044;0.0438;0.0047;0.2614;0;1;-12.1874929937954;0.132003876286779;1
8993;USGS;White River near Augusta, AR;07074850;35.29444444;-91.3941667;53094.4923;NaN;0;0;290.6;3.8786;1.9346;1621.989;1;142.8322;1;0.616;0.0196;0.014;0.014;0.0519;0.0034;0.2811;0;1;-12.460041289014;0.123085769454674;1
8994;USGS;Middle Fork of Little Red River at Shirley, AR;07075000;35.65666667;-92.2927778;782.1725;NaN;0;0;407.4;6.9113;1.7974;173.67;1;142.0625;1;0.7617;0.0347;0.003;0.0008;0.0349;0.0044;0.1606;0;1;-15.1999998092651;0.189999997615814;1
8995;USGS;SOUTH FORK LITTLE RED RIVER NR CLINTON, ARK.;07075500;35.56674428;-92.3834899;818.4322;NaN;0;0;364.1;6.9686;1.661;175.51;1;147.1889;1;0.8061;0.0302;0.0056;0.0024;0.039;0.0093;0.1074;0;1;-15.1911998100281;0.190119997620583;1
8996;USGS;Little Red River near Dewey, AR;07076517;35.43805556;-91.7458333;3470.5668;NaN;0;0;308.9;5.619;1.7751;383.483;1;172.816;1;0.7271;0.0357;0.0037;0.0373;0.0444;0.0109;0.1408;0;1;-15.1045311050031;0.191301843747622;1
8997;USGS;LITTLE RED RIVER NEAR SEARCY, ARK.;07076620;35.2825844;-91.7193043;4268.2792;NaN;0;0;279.3;5.0306;2.0461;490.248;1;179.7254;1;0.6951;0.0355;0.0049;0.0311;0.0446;0.0098;0.1792;0;1;-15.1214283875057;0.191071426229818;1
8998;USGS;ST. KEVIN GULCH ABV TEMPLE GULCH NR LEADVILLE, CO;07080980;39.2913775;-106.3691928;4.7656;NaN;0;0;3298.7;13.4261;1.1812;9.121;1;123.6722;1;0.8748;0.1252;0;0;0;0;0;0;1;-14.1000003814697;0.009999999776483;1
8999;USGS;HALFMOON CREEK NEAR MALTA, CO;07083000;39.17221259;-106.3891926;60.8644;NaN;0;0;3646.6;21.4827;1.3909;39.239;1;80.6545;1;0.2829;0.656;0.0173;0.0007;0;0.0003;0;0.0427;1;-13.9075003147125;0.046749999606982;1
9000;USGS;CLEAR CREEK ABOVE CLEAR CREEK RESERVOIR, CO.;07086500;39.0180493;-106.2778;173.7873;NaN;0;0;3557.1;21.7038;1.381;65.924;1;46.4083;1;0.2947;0.6725;0.0228;0.0008;0;0.0016;0.0025;0.0052;1;-13.9560003323025;0.036488888561726;1
9001;USGS;COTTONWOOD C BL HOT SPRINGS, NR BUENA VISTA, CO.;07089000;38.81277374;-106.2222426;168.3484;NaN;0;0;3474.9;20.0794;1.2413;59.879;1;97.9452;1;0.4618;0.5045;0.0212;0.0019;0.0075;0.0007;0;0.0024;1;-13.1370537153312;0.08459821541328;1
9002;USGS;CHALK CREEK NEAR NATHROP, CO;07091000;38.73325;-106.1602778;214.191;NaN;0;0;3472.5;20.6292;1.4029;74.449;1;92.0835;1;0.3878;0.5662;0.0321;0.0021;0;0.0093;0.0001;0.0024;1;-12.5896678973828;0.108634689190456;1
9003;USGS;BADGER CREEK, UPPER STATION, NEAR HOWARD, CO;07093740;38.65888469;-105.8138942;274.5374;NaN;0;0;2914;5.2846;1.2663;75.979;1;188.0009;1;0.1989;0.7851;0.0115;0;0.0001;0.0043;0;0;1;-14.0560471526289;0.139410028772588;1
9004;USGS;BADGER CREEK, LOWER STATION, NEAR HOWARD, CO.;07093775;38.46721949;-105.8600083;546.4848;NaN;0;0;2855.1;8.2263;1.4271;120.787;1;211.2005;1;0.4046;0.5474;0.0099;0;0.0015;0.0362;0.0003;0;1;-13.8020468483194;0.110584796019639;1
9005;USGS;MIDDLE TAYLOR CREEK NEAR WESTCLIFFE, CO.;07094900;38.10833258;-105.601395;8.262;NaN;0;0;3518.6;21.7364;1.3348;13.794;1;92.8701;1;0.4718;0.4925;0.0269;0.0088;0;0;0;0;1;-14.6599998474121;0.206000000238419;1
9006;USGS;GRAPE CREEK NEAR WESTCLIFFE, CO.;07095000;38.18611049;-105.4836125;828.7921;NaN;0;0;2803.8;7.5832;1.331;143.236;1;39.2058;1;0.2661;0.5912;0.0215;0.0003;0.0099;0.038;0.0731;0;1;-13.1353210064249;0.188293579536909;1
9007;USGS;FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO;07096250;38.66388094;-105.228041;701.8833;NaN;0;0;2718.3;8.8653;1.3584;130.371;1;170.1698;1;0.4607;0.3906;0.0082;0.0007;0.0096;0.1233;0.0068;0;1;-13.5733034146857;0.039807693354313;1
9008;USGS;FOURMILE CREEK NEAR CANON CITY, CO.;07096500;38.43638726;-105.1913777;1124.0493;NaN;0;0;2565.2;9.086;1.5164;185.49;1;180.4538;1;0.4707;0.3495;0.0072;0.0005;0.0128;0.1536;0.0057;0;1;-13.6340057919519;0.053776078729247;1
9009;USGS;RED CREEK BELOW SULLIVAN PARK AT FORT CARSON, CO;07099080;38.4997222;-104.9133333;68.8933;NaN;0;0;1997.2;5.6889;1.5337;46.175;1;174.4775;1;0.3992;0.3878;0.0004;0;0.0272;0.185;0.0004;0;1;-13.4943820439028;0.202134836779049;1
9010;USGS;BEAVER CREEK NEAR PORTLAND, CO.;07099100;38.3741679;-104.9641504;554.2547;NaN;0;0;2483.9;9.7932;1.8495;157.777;1;189.8088;1;0.4976;0.3584;0.0053;0.0037;0.0173;0.1171;0.0006;0;1;-14.3097422908575;0.092736389733488;1
9011;USGS;TURKEY CREEK NEAR FOUNTAIN, CO;07099215;38.61166168;-104.894699;33.6697;NaN;0;0;2501.6;14.1554;1.4018;29.424;1;138.1694;1;0.867;0.036;0.0014;0;0.0106;0.0839;0.0011;0;1;-13.9386367147619;0.028863636861471;1
9012;USGS;LITTLE TURKEY CREEK NEAR FOUNTAIN, CO.;07099220;38.62721725;-104.8663648;24.8379;NaN;0;0;2435.2;12.8882;1.5628;28.397;1;135.255;1;0.7566;0.0764;0.0125;0;0.0124;0.1421;0;0;1;-13.9187502861023;0.061875001352746;1
9013;USGS;TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.;07099230;38.46499989;-104.8272009;161.3555;NaN;0;0;2090.6;7.8868;1.7331;79.993;1;139.3482;1;0.519;0.2926;0.0123;0;0.0201;0.1558;0.0002;0;1;-14.7650485964655;0.124514562511835;1
9014;USGS;TELLER RESERVOIR SPILLWAY NEAR STONE CITY, CO;07099238;38.43888889;-104.8208333;185.1832;NaN;0;0;2045.6;7.2476;1.7017;84.026;1;144.4015;1;0.46;0.34;0.0133;0.0001;0.0244;0.162;0.0002;0;1;-14.917094055404;0.12696581113383;1
9015;USGS;FOUNTAIN CREEK AT GREEN MOUNTAIN FALLS, CO;07099990;38.93887944;-105.0158153;42.9936;NaN;0;0;2688.9;9.5118;1.4654;34.795;1;180.6299;1;0.7446;0.1055;0.0059;0.0002;0.0841;0.0587;0.0009;0;1;-13.5607145513807;0.086071431437241;1
9016;USGS;CAMP CREEK AT GARDEN OF THE GODS, CO;07103703;38.87693609;-104.8727543;24.294;NaN;0;0;2531.4;13.7529;1.5839;28.719;1;136.0685;1;0.822;0.0262;0.0049;0.0017;0.0177;0.1275;0;0;1;-13.9666669845581;0.033999999923011;1
9017;USGS;KETTLE CREEK NEAR BLACK FOREST, CO.;07103950;39.00388188;-104.7396984;23.3357;NaN;0;0;2258.6;2.6078;1.1158;19.611;1;242.5812;1;0.8701;0.0085;0.0025;0;0.0952;0.0237;0;0;1;-12.5;0.270000010728836;1
9018;USGS;KETTLE CREEK ABOVE USAF ACADEMY, CO;07103960;38.9761111;-104.7986111;41.9576;NaN;0;0;2207.1;2.6727;1.3107;30.707;1;252.5507;1;0.6579;0.1752;0.0021;0;0.1248;0.0399;0;0;1;-12.3153845713689;0.271153855782289;1
9019;USGS;COTTONWOOD CR AT COWPOKE RD. AT COLO SPRINGS, CO;07103977;38.95110464;-104.7135857;15.3068;NaN;0;0;2204.5;2.1975;1.3575;19.497;1;199.2609;1;0.3904;0.4854;0.0019;0.0007;0.0862;0.0354;0;0;1;-12.5;0.270000010728836;1
9020;USGS;COTTONWOOD CREEK AT WOODMEN RD NR COLO SPRINGS, CO;07103980;38.93943809;-104.7410863;26.4177;NaN;0;0;2171.8;2.2071;1.3379;25.006;1;200.19;1;0.2358;0.4307;0.0011;0.0004;0.2947;0.0372;0;0;1;-12.5294117647059;0.267058833557017;1
9021;USGS;COTTONWOOD CR TRIB AB RANGEWOOD DR AT CO SPRGS, CO;07103985;38.9291604;-104.7471974;7.3296;NaN;0;0;2074.6;1.8569;1.1432;11.137;1;268.8588;1;0;0.2375;0.0058;0;0.6961;0.0605;0;0;1;-13.2444444232517;0.216666665342119;1
9022;USGS;TEMPLETON GAP FLOODWAY AT COLORADO SPRINGS, CO.;07104500;38.88804838;-104.8174758;22.6105;NaN;0;0;1980.6;3.2116;1.2425;21.435;1;226.1651;1;0.0537;0.0196;0.0058;0;0.8221;0.0988;0;0;1;-14.1821427345276;0.204999998211861;1
9023;USGS;BEAR CREEK NEAR COLORADO SPRINGS, CO;07105000;38.82249078;-104.888586;17.8449;NaN;0;0;2692.8;19.0263;1.387;21.216;1;104.9137;1;0.9302;0.0325;0.0006;0;0.0109;0.0258;0;0;1;-14.1000003814697;0.009999999776483;1
9024;USGS;CHEYENNE CREEK AT EVANS AVE AT COLORADO SPRINGS,CO;07105490;38.79054685;-104.8641404;56.2025;NaN;0;0;2712.2;18.2056;1.2822;34.766;1;74.1157;1;0.8558;0.0999;0.0008;0.0004;0.0121;0.0309;0;0;1;-14.1000003814697;0.009999999776483;1
9025;USGS;SAND CREEK ABOVE MOUTH AT COLORADO SPRINGS, CO;07105600;38.78832768;-104.773862;135.7147;NaN;0;0;2032;1.7551;1.6106;67.561;1;200.319;1;0.0386;0.4838;0.0176;0.0002;0.4221;0.0367;0.0009;0;1;-13.4952380430131;0.217321428470314;1
9026;USGS;JIMMY CAMP CREEK AT FOUNTAIN, CO.;07105900;38.6844413;-104.688583;169.3844;NaN;0;0;1848;2.1593;1.3762;65.021;1;207.4449;1;0.0075;0.8289;0.0315;0.0007;0.0806;0.0466;0.0043;0;1;-14.9591548588354;0.173708918683686;1
9027;USGS;L FOUNTAIN C AB KEATON RE, NR FORT CARSON, CO.;07105920;38.6816601;-104.8585855;28.4897;NaN;0;0;2697.4;17.6446;1.521;29.362;1;124.2647;1;0.9198;0.0443;0.001;0;0;0.0349;0;0;1;-14.1000003814697;0.009999999776483;1
9028;USGS;ROCK CREEK ABOVE FORT CARSON RESERVATION, CO;07105945;38.707493;-104.8466403;17.5341;NaN;0;0;2497.1;16.7718;1.4361;21.6;1;132.8132;1;0.9677;0.0085;0.0009;0;0.0013;0.0217;0;0;1;-14.1000003814697;0.009999999776483;1
9029;USGS;FOUNTAIN CREEK NEAR FOUNTAIN, CO.;07106000;38.6016647;-104.6702503;1740.4634;NaN;0;0;2215.4;6.3881;1.288;196.095;1;160.2749;1;0.3772;0.279;0.0214;0.0042;0.2265;0.0899;0.0017;0;1;-13.742683531303;0.151386763627118;1
9030;USGS;GREENHORN CREEK NEAR RYE, CO.;07107900;37.92056386;-104.9563783;24.7602;NaN;0;0;3086.9;17.4523;1.4505;26.58;1;65.6074;1;0.8615;0.0979;0.0263;0;0.0048;0.0092;0.0004;0;1;-13.9933336893717;0.015333333363136;1
9031;USGS;GREENHORN CREEK NEAR COLORADO CITY, CO.;07108050;37.9516749;-104.7955392;76.6633;NaN;0;0;2332.7;8.5019;1.9287;61.237;1;85.5791;1;0.3876;0.1819;0.0191;0.0033;0.1178;0.2697;0.0205;0;1;-15.4175258518494;0.099175256033687;1
9032;USGS;GRANEROS CREEK NEAR RYE, CO;07108100;37.913064;-104.9258218;11.1887;NaN;0;0;2799;16.2142;1.7697;21.877;1;75.4965;1;0.797;0.093;0.0009;0;0.0306;0.0775;0.0011;0;1;-14.0272730047053;0.034545454789292;1
9033;USGS;ST. CHARLES RIVER NEAR PUEBLO, CO.;07108500;38.21083685;-104.533028;1209.5184;NaN;0;0;2049.6;6.337;1.506;190.081;1;67.6281;1;0.3119;0.4294;0.0059;0.0009;0.0211;0.2191;0.0116;0;1;-15.4611406661471;0.102049070075698;1
9034;USGS;ST. CHARLES RIVER NEAR VINELAND, CO.;07108800;38.2269476;-104.4988602;1225.0583;NaN;0;0;2042.3;6.2745;1.5383;195.361;1;67.2235;1;0.308;0.4314;0.0069;0.0011;0.0217;0.2175;0.0133;0;1;-15.4561024431794;0.102670602128887;1
9035;USGS;CHICO CR NEAR PUEBLO CHEMICAL DEPOT, CO;07110400;38.36111156;-104.3880234;1740.4634;NaN;0;0;1829.4;1.1565;1.5202;227.017;1;169.7351;1;0.0152;0.8944;0.0066;0.0003;0.0339;0.036;0.0135;0;1;-12.9570022605342;0.227199063500699;1
9036;USGS;HUERFANO R AT MANZANARES XING, NR REDWING, CO.;07111000;37.7277816;-105.351395;189.0682;NaN;0;0;3070.1;12.174;1.2954;65.868;1;58.3047;1;0.5607;0.4054;0.0139;0.0004;0;0.019;0.0004;0.0002;1;-13.5112501104673;0.128083336004056;1
9037;USGS;HUERFANO RIVER AT BADITO, CO.;07112500;37.7272317;-105.012494;1377.8668;NaN;0;0;2617.1;7.9544;1.4162;188.024;1;111.3668;1;0.4828;0.3013;0.013;0.0003;0.002;0.1912;0.0094;0;1;-14.3102548434896;0.157372573635866;1
9038;USGS;CUCHARAS RIVER AT BOYD RANCH, NEAR LA VETA, CO.;07114000;37.42001275;-105.0527781;145.0386;NaN;0;0;3018.4;14.455;1.1954;50.967;1;61.1428;1;0.8283;0.0736;0.0051;0;0.0071;0.0834;0.0025;0;1;-13.515476158687;0.225000005581283;1
9039;USGS;HUERFANO R BL HUERF VALY DAM NR UNDERCLIFFE, CO.;07116000;38.0013961;-104.4724732;4333.0286;NaN;0;0;2254.1;5.7401;1.6486;391.204;1;74.3355;1;0.2817;0.5041;0.0078;0.0012;0.0069;0.1913;0.007;0;1;-14.8344801050972;0.167508078918903;1
9040;USGS;HUERFANO RIVER NEAR BOONE, CO.;07116500;38.2250024;-104.2607996;4814.764;NaN;0;0;2175.4;5.2565;1.8147;457.321;1;68.7459;1;0.2507;0.5455;0.0086;0.0011;0.0068;0.177;0.0104;0;1;-14.9228359373702;0.165592792469026;1
9041;USGS;APISHAPA RIVER NEAR FOWLER, CO;07119500;38.1085;-103.9676111;2781.6334;NaN;0;0;1790.4;2.9331;1.8186;348.569;1;87.029;1;0.1119;0.7749;0.0032;0.0001;0.0032;0.1016;0.0051;0;1;-15.4455606781434;0.162610980181598;1
9042;USGS;BIG ARROYO NEAR THATCHER, CO;07120620;37.5548333;-104.0212222;39.8856;NaN;0;0;1704.5;2.0908;1.4062;32.41;1;54.8462;1;0.0375;0.7004;0;0;0;0.2621;0;0;1;-16.5;0.119999997317791;1
9043;USGS;TIMPAS CREEK AT MOUTH NEAR SWINK, CO.;07121500;38.0030644;-103.6560588;1310.5275;NaN;0;0;1480;1.393;1.5354;201.545;1;50.8955;1;0.0028;0.8866;0.0026;0.0002;0.0091;0.0688;0.0298;0;1;-14.8415422042211;0.168712684880034;1
9044;USGS;CROOKED ARROYO NEAR SWINK, CO.;07122400;37.9822313;-103.5982788;279.7173;NaN;0;0;1367.4;0.8146;1.6603;98.768;1;16.7038;1;0;0.9496;0.0019;0.0001;0.0105;0.0079;0.0301;0;1;-13.492514770188;0.205928143091544;1
9045;USGS;HORSE CREEK NEAR LAS ANIMAS, CO;07123675;38.0850069;-103.3538237;3633.7353;NaN;0;0;1562;0.8464;1.6738;366.612;1;149.7977;1;0;0.8687;0.0091;0.0014;0.0342;0.046;0.0406;0;1;-13.7044029730957;0.202711937459837;1
9046;USGS;PURGATOIRE RIVER AT MADRID, CO.;07124200;37.12946459;-104.6399888;1307.9375;NaN;0;0;2560.4;10.2218;1.2218;161.002;1;110.4526;1;0.5969;0.135;0.0084;0.0008;0.0033;0.2411;0.0145;0.0001;1;-13.9395391575871;0.219925284265062;1
9047;USGS;LONG CANYON CREEK NEAR MADRID, CO.;07124300;37.11474266;-104.605266;258.9975;NaN;0;0;2248.7;8.227;1.3183;77.416;1;54.2286;1;0.7647;0.0449;0.0067;0;0;0.1838;0;0;1;-14.2830187419675;0.216037737873365;1
9048;USGS;PURGATOIRE RIVER NEAR HOEHNE, CO.;07125000;37.24834995;-104.4035923;2219.6088;NaN;0;0;2405.8;9.1855;1.3511;226.121;1;99.0861;1;0.6103;0.1242;0.0122;0.0018;0.0105;0.228;0.0129;0.0001;1;-14.2552335893109;0.210517576977311;1
9049;USGS;FRIJOLE CREEK NEAR ALFALFA, CO;07125100;37.19966667;-104.2110278;200.4641;NaN;0;0;1849.5;3.6088;1.4325;75.76;1;66.1458;1;0.1174;0.6746;0.0062;0.0001;0.009;0.189;0.0038;0;1;-16.1634241059596;0.131167313062263;1
9050;USGS;SAN FRANCISCO CREEK NEAR ALFALFA, CO;07125500;37.1848611;-104.14525;419.576;NaN;0;0;2027.9;5.4285;1.5127;112.309;1;43.9031;1;0.2238;0.5231;0.0097;0.0003;0.0004;0.2243;0.0184;0;1;-15.4094674281585;0.138954633439081;1
9051;USGS;PURGATOIRE RIVER NEAR ALFALFA, CO.;07126000;37.188352;-104.1327505;3328.1182;NaN;0;0;2219.9;7.213;1.5786;332.336;1;85.3673;1;0.4479;0.3085;0.0159;0.0012;0.0091;0.1973;0.0201;0.0001;1;-14.8698679662054;0.182869013576866;1
9052;USGS;LUNING ARROYO NEAR MODEL, CO.;07126100;37.30446175;-104.0155216;222.7379;NaN;0;0;1670.7;1.18;1.4402;77.452;1;93.2199;1;0;0.8991;0.008;0.0005;0.0037;0.0296;0.0592;0;1;-16.4870848708487;0.120369001013326;1
9053;USGS;PURGATOIRE RIVER NEAR THATCHER, CO.;07126300;37.3564059;-103.9002383;4957.2126;NaN;0;0;2062.2;5.5067;1.5767;406.017;1;71.639;1;0.3158;0.4801;0.0114;0.0009;0.0078;0.1659;0.0182;0;1;-15.193183238259;0.168876385990292;1
9054;USGS;TAYLOR ARROYO BL ROCK CROSSING, NR THATCHER, CO.;07126325;37.42418269;-103.9202382;125.3548;NaN;0;0;1625.5;1.6483;1.2029;49.137;1;115.5213;1;0.0037;0.9221;0;0;0;0.0742;0;0;1;-16.4496774119716;0.122709674748682;1
9055;USGS;LOCKWOOD CANYON CREEK NEAR THATCHER, CO;07126390;37.49279316;-103.8280114;126.3908;NaN;0;0;1573.3;1.5324;1.2951;53.105;1;100.4467;1;0.0041;0.9048;0;0;0;0.0911;0;0;1;-16.069426688419;0.143184710792295;1
9056;USGS;RED ROCK CANYON CREEK AT MOUTH NR THATCHER, CO.;07126415;37.51529314;-103.7255071;126.1318;NaN;0;0;1519.4;3.6382;1.1832;48.335;1;183.4507;1;0.0206;0.6181;0;0;0;0.3613;0;0;1;-15.4633985407212;0.175816991019483;1
9057;USGS;CHACUACO CREEK AT MOUTH NEAR TIMPAS, CO;07126470;37.54390395;-103.63217;1098.1495;NaN;0;0;1710.8;3.0441;1.6186;194.519;1;2.6012;1;0.1339;0.6578;0.0013;0.0001;0.0058;0.2008;0.0004;0;1;-15.360329207546;0.171414668655056;1
9058;USGS;BENT CANYON CREEK AT MOUTH NEAR TIMPAS, CO;07126480;37.58918109;-103.6482815;145.2976;NaN;0;0;1514.9;3.9121;1.4704;64.45;1;94.2486;1;0.0248;0.6392;0;0;0;0.336;0;0;1;-15.766480339306;0.15949720418986;1
9059;USGS;PURGATOIRE RIVER NEAR LAS ANIMAS, CO;07128500;38.0342222;-103.2014167;8912.1048;NaN;0;0;1831.7;4.4397;1.851;637.606;1;51.928;1;0.2062;0.5674;0.008;0.0006;0.0059;0.1996;0.0124;0;1;-15.3291177410862;0.169354046316127;1
9060;USGS;WILLOW CREEK NEAR LAMAR, CO.;07133050;38.03778627;-102.6146386;108.779;NaN;0;0;1192.4;0.7623;1.4374;53.479;1;43.9464;1;0;0.5213;0.0006;0;0.0136;0.1433;0.3212;0;1;-16.0186045964559;0.143178292023119;1
9061;USGS;BIG SANDY CREEK NEAR LAMAR, CO.;07134100;38.11417565;-102.4838023;8329.3604;NaN;0;0;1485.4;0.9459;1.837;608.351;1;145.3423;1;0.0004;0.6883;0.007;0.0003;0.0321;0.0999;0.172;0;1;-13.6293311033339;0.206817619004232;1
9062;USGS;ARKANSAS R BL AMAZON DV, KS;07138062;37.90001627;-101.4479481;67595.7637;NaN;0;0;1796.3;3.721;1.7861;1669.376;1;114.4139;1;0.1451;0.6105;0.0112;0.0027;0.0275;0.1196;0.0831;0.0003;1;-14.2780804098179;0.169435205145907;1
9063;USGS;ARKANSAS R AT LAKIN, KS;07138065;37.92446389;-101.2546145;69776.5228;NaN;0;0;1792.1;3.7082;1.8637;1746.196;1;114.4691;1;0.1444;0.609;0.0113;0.0027;0.0276;0.1191;0.0857;0.0003;1;-14.2685402602681;0.169692199836789;1
9064;USGS;MULBERRY C NR DODGE CITY, KS;07139800;37.59775994;-100.0153544;191.1402;NaN;0;0;817.4;0.6163;1.457;75.461;1;106.294;1;0.0009;0.134;0;0.0046;0.0322;0;0.8283;0;1;-14;0.150000005960464;1
9065;USGS;GUZZLERS GULCH NR NESS CITY, KS;07140700;38.29225324;-99.951842;150.7366;NaN;0;0;747.5;0.7539;1.4761;65.535;1;117.0881;1;0.0021;0.3848;0.0049;0.0096;0.0205;0.0009;0.5773;0;1;-16.2297297297297;0.123243241495377;1
9066;USGS;BUCKNER C NR JETMORE, KS;07140900;38.07527778;-99.9169444;805.4823;NaN;0;0;806;0.5476;1.8181;190.953;1;80.533;1;0.0001;0.2166;0.0041;0.0046;0.025;0;0.7496;0;1;-14.1377884617219;0.148788466609011;1
9067;USGS;BUCKNER C NR BURDETT, KS;07141175;38.1625166;-99.6428988;1903.6318;NaN;0;0;770.8;0.7102;1.6596;272.771;1;74.4807;1;0.0001;0.3408;0.0064;0.0038;0.0356;0;0.6134;0;1;-13.7632347110696;0.15492702624237;1
9068;USGS;PAWNEE R AT ROZEL, KS;07141200;38.2075145;-99.4062247;5563.2668;NaN;0;0;778.5;0.6963;1.47;421.945;1;92.4311;1;0.0012;0.3269;0.0046;0.0039;0.0285;0.0003;0.6346;0;1;-13.9358495225554;0.153426513700629;1
9069;USGS;WALNUT C NR ALEXANDER, KS;07141770;38.46473687;-99.6226162;2654.7246;NaN;0;0;795.2;0.6686;1.6975;331.01;1;109.4161;1;0.0016;0.3108;0.0052;0.0031;0.0312;0.0023;0.6458;0;1;-14.3085658794676;0.157397074563649;1
9070;USGS;WALNUT C AT NEKOMA, KS;07141780;38.47723614;-99.4381656;3253.0089;NaN;0;0;779.6;0.6883;1.7612;367.87;1;111.5655;1;0.0014;0.3201;0.0055;0.0039;0.0318;0.002;0.6353;0;1;-14.2764875691818;0.156711639160206;1
9071;USGS;WALNUT C AT ALBERT, KS;07141900;38.46167948;-99.014817;3651.8651;NaN;0;0;750.7;0.7185;1.9912;466.178;1;109.9937;1;0.0017;0.328;0.0055;0.0044;0.0351;0.0017;0.6236;0;1;-14.0763904632258;0.1547986219541;1
9072;USGS;WALNUT C NR HEIZER, KS;07142015;38.4197345;-98.8473103;3848.7032;NaN;0;0;744.2;0.7114;2.1141;505.932;1;112.5557;1;0.002;0.3209;0.0055;0.0044;0.0359;0.0016;0.6297;0;1;-14.0473481141705;0.154110848827086;1
9073;USGS;RATTLESNAKE C NR MACKSVILLE, KS;07142300;37.8716826;-98.8762067;2030.5406;NaN;0;0;682.3;0.3278;1.8991;294.726;1;68.6895;1;0.0004;0.3496;0.0047;0.0011;0.0401;0;0.6042;0;1;-11.8137129989991;0.241682994583305;1
9074;USGS;RATTLESNAKE C NR ZENITH, KS;07142575;38.0936248;-98.5461894;2711.7041;NaN;0;0;656.9;0.2953;2.1067;396.996;1;72.3866;1;0.0009;0.3356;0.0076;0.0014;0.0423;0.0001;0.6121;0;1;-11.5187684634784;0.254060062202247;1
9075;USGS;COW C NR CLAFLIN, KS;07142860;38.52169169;-98.5836252;111.3689;NaN;0;0;577.5;0.6855;1.2327;47.264;1;129.2513;1;0.0078;0.2641;0.0022;0.0021;0.0512;0;0.6726;0;1;-13.9510639001292;0.107659575100063;1
9076;USGS;BLOOD C NR BOYD, KS;07142900;38.5357786;-98.8605317;157.9885;NaN;0;0;604.4;0.8611;1.3413;61.108;1;127.5766;1;0.0055;0.3029;0.003;0.0026;0.0513;0;0.6348;0;1;-14.3117346812268;0.13183673340067;1
9077;USGS;COW C NR LYONS, KS;07143300;38.3083438;-98.1920045;1885.502;NaN;0;0;556.4;0.4962;1.6837;264.256;1;139.5309;1;0.0084;0.1959;0.0144;0.0243;0.0559;0.0004;0.7007;0;1;-13.2877184804823;0.167113009096781;1
9078;USGS;COW C NR HUTCHINSON, KS;07143310;38.14417747;-98.0078315;2226.0837;NaN;0;0;549.7;0.4786;1.8928;320.29;1;150.6603;1;0.0103;0.2003;0.0148;0.0215;0.0547;0.0003;0.6981;0;1;-13.1505877136045;0.174757534000286;1
9079;USGS;L ARKANSAS R NR LITTLE RIVER, KS;07143600;38.4132901;-98.0173439;183.8882;NaN;0;0;519.7;0.6844;1.2355;61.308;1;114.2985;1;0.0173;0.3428;0.0025;0.0054;0.0439;0.0001;0.5881;0;1;-14.3799999642879;0.154468088454389;1
